,dummy,trail,region,date,description,condition,link
789,,The Avenue,Kfar Glikson,"Dec 7, 2019 @ 3:12amDec 7, 2019",,Dry,view
790,,The Short,Kfar Glikson,"Dec 7, 2019 @ 3:12amDec 7, 2019",,Variable,view
791,,Forest Road,Kfar Glikson,"Dec 7, 2019 @ 3:12amDec 7, 2019",,Dry,view
792,,Aloney Yitshak East,Kfar Glikson,"Dec 7, 2019 @ 3:12amDec 7, 2019",,Variable,view
793,,Aloney Yitshak West,Kfar Glikson,"Dec 7, 2019 @ 3:12amDec 7, 2019",,Variable,view
794,,The Orange,Horeshan,"Dec 5, 2019 @ 8:01pmDec 5, 2019",,Variable,view
795,,Ethiopia,Horeshan,"Dec 5, 2019 @ 8:01pmDec 5, 2019",,Wet,view
796,,Georgie,Horeshan,"Dec 5, 2019 @ 8:01pmDec 5, 2019",,Variable,view
797,,Forest Road,Horeshan,"Dec 5, 2019 @ 8:01pmDec 5, 2019",,Variable,view
798,,The Peak,Horeshan,"Dec 5, 2019 @ 8:01pmDec 5, 2019",,Variable,view
799,,S's On The Black,Horeshan,"Dec 5, 2019 @ 8:01pmDec 5, 2019",,Variable,view
800,,Forest Road,Horeshan,"Dec 5, 2019 @ 8:01pmDec 5, 2019",,Variable,view
801,,Forest Road,Horeshan,"Dec 5, 2019 @ 8:01pmDec 5, 2019",,Variable,view
802,,S's to New Zealand,Horeshan,"Dec 5, 2019 @ 8:01pmDec 5, 2019",,Variable,view
803,,Forest Road (HaNasham),Horeshan,"Dec 5, 2019 @ 8:01pmDec 5, 2019",,Variable,view
804,,Orange Connection,Horeshan,"Dec 5, 2019 @ 8:01pmDec 5, 2019",,Wet,view
805,,Lavi forest,Lower Galillee,"Nov 30, 2019 @ 2:25amNov 30, 2019",Loose rocks on the trail and hidden stumps on tight sections.,Dry,view
806,,Forest Road,Horeshan,"Nov 29, 2019 @ 12:08amNov 29, 2019",,Dry,view
807,,Forest Road,Horeshan,"Nov 29, 2019 @ 12:07amNov 29, 2019",,Dry,view
808,,Jump It,Kfar Glikson,"Nov 28, 2019 @ 11:08pmNov 28, 2019",,Dry,view
809,,Swing,Kfar Glikson,"Nov 28, 2019 @ 11:08pmNov 28, 2019",,Dry,view
810,,The Installations,Kfar Glikson,"Nov 28, 2019 @ 11:08pmNov 28, 2019",,Dry,view
811,,The Avenue,Kfar Glikson,"Nov 28, 2019 @ 11:08pmNov 28, 2019",,Dry,view
812,,Forest Road,Kfar Glikson,"Nov 28, 2019 @ 11:08pmNov 28, 2019",,Dry,view
813,,Aloney Yitshak East,Kfar Glikson,"Nov 28, 2019 @ 11:08pmNov 28, 2019",,Variable,view
814,,Aloney Yitshak West,Kfar Glikson,"Nov 28, 2019 @ 11:08pmNov 28, 2019",,Variable,view
815,,Pitel,Mishmar HaEmek,"Nov 28, 2019 @ 10:53pmNov 28, 2019",,Very Dry,view
816,,Pinky,Mishmar HaEmek,"Nov 28, 2019 @ 10:53pmNov 28, 2019",,Very Dry,view
817,,Yossi #2,Mishmar HaEmek,"Nov 28, 2019 @ 10:53pmNov 28, 2019",,Very Dry,view
818,,Carmel Coast - Kerem Maharal to Zeitim,Ofer Forest,"Nov 28, 2019 @ 10:43pmNov 28, 2019",,Very Dry,view
819,,Kerem Maharal Loop,Ofer Forest,"Nov 28, 2019 @ 10:43pmNov 28, 2019",,Very Dry,view
820,,Connector,Ofer Forest,"Nov 28, 2019 @ 10:43pmNov 28, 2019",,Very Dry,view
821,,Zeevik The Fox,Mishmar HaEmek,"Nov 22, 2019 @ 10:01pmNov 22, 2019",,Dry,view
822,,Snail Hunting,Mishmar HaEmek,"Nov 22, 2019 @ 10:01pmNov 22, 2019",,Dry,view
823,,Forest Road,Mishmar HaEmek,"Nov 22, 2019 @ 10:01pmNov 22, 2019",,Very Dry,view
824,,Snail of a Rabit,Mishmar HaEmek,"Nov 22, 2019 @ 10:01pmNov 22, 2019",,Dry,view
825,,Forest Road,Mishmar HaEmek,"Nov 22, 2019 @ 10:01pmNov 22, 2019",,Dry,view
826,,Aristo,Mishmar HaEmek,"Nov 22, 2019 @ 10:01pmNov 22, 2019",,Dry,view
827,,Tom's climb,Mishmar HaEmek,"Nov 22, 2019 @ 10:01pmNov 22, 2019",,Dry,view
828,,Yossi #2,Mishmar HaEmek,"Nov 22, 2019 @ 10:01pmNov 22, 2019",,Very Dry,view
829,,The Snake,Kfar HaHoresh,"Nov 21, 2019 @ 10:28pmNov 21, 2019",E-Bike,Dry,view
830,,The Mad Cow,Kfar HaHoresh,"Nov 21, 2019 @ 10:28pmNov 21, 2019",E-Bike,Dry,view
831,,The Raging Bull,Kfar HaHoresh,"Nov 21, 2019 @ 10:28pmNov 21, 2019",E-Bike,Dry,view
832,,Yaad DH,Misgav,"Nov 21, 2019 @ 10:22pmNov 21, 2019",,Dry,view
833,,Be'orot,Misgav,"Nov 21, 2019 @ 10:22pmNov 21, 2019",,Very Dry,view
834,,Mini Enduro,Misgav,"Nov 21, 2019 @ 10:22pmNov 21, 2019",,Very Dry,view
835,,HaZore'a North / Yellow singletrack,Ramot Menashe,"Nov 19, 2019 @ 8:31pmNov 19, 2019",reporter,Dry,view
836,,HaZore'a North / Yellow singletrack,Ramot Menashe,"Nov 19, 2019 @ 8:31pmNov 19, 2019",reporter,Dry,view
837,,HaZore'a North / Yellow singletrack,Ramot Menashe,"Nov 19, 2019 @ 8:31pmNov 19, 2019",reporter,Dry,view
838,,HaZore'a North / Yellow singletrack,Ramot Menashe,"Nov 19, 2019 @ 8:31pmNov 19, 2019",reporter,Dry,view
839,,HaZore'a North / Yellow singletrack,Ramot Menashe,"Nov 19, 2019 @ 8:31pmNov 19, 2019",reporter,Dry,view
840,,Hill Snail,Mishmar HaEmek,"Nov 15, 2019 @ 8:09pmNov 15, 2019",,Dry,view
841,,Zeevik The Fox,Mishmar HaEmek,"Nov 15, 2019 @ 8:09pmNov 15, 2019",,Dry,view
842,,Snail Hunting,Mishmar HaEmek,"Nov 15, 2019 @ 8:09pmNov 15, 2019",,Dry,view
843,,Snail of a Rabit,Mishmar HaEmek,"Nov 15, 2019 @ 8:09pmNov 15, 2019",,Dry,view
844,,Hir'bat beit rosh / Yossi #1,Mishmar HaEmek,"Nov 15, 2019 @ 8:09pmNov 15, 2019",,Dry,view
845,,Georgie,Horeshan,"Nov 14, 2019 @ 7:41pmNov 14, 2019",,Dry,view
846,,The Baron,Shfeya,"Nov 14, 2019 @ 7:41pmNov 14, 2019",,Dry,view
847,,Shfeia DH,Shfeya,"Nov 14, 2019 @ 7:41pmNov 14, 2019",,Dry,view
848,,Nahal Kelah,Mt. Carmel National Park,"Nov 2, 2019 @ 8:00pmNov 2, 2019",,Wet,view
849,,Pensioners,Mt. Carmel National Park,"Nov 2, 2019 @ 8:00pmNov 2, 2019",,Wet,view
850,,Antenna descender,The Forester's House,"Nov 2, 2019 @ 8:00pmNov 2, 2019",,Variable,view
851,,Short Finale,Mt. Carmel National Park,"Nov 2, 2019 @ 8:00pmNov 2, 2019",,Variable,view
852,,Sewerage system,The Forester's House,"Nov 2, 2019 @ 8:00pmNov 2, 2019",,Dry,view
853,,The Orange,Horeshan,"Oct 31, 2019 @ 8:44pmOct 31, 2019",,Dry,view
854,,Ethiopia,Horeshan,"Oct 31, 2019 @ 8:44pmOct 31, 2019",,Dry,view
855,,Forest Road,Horeshan,"Oct 31, 2019 @ 8:44pmOct 31, 2019",,Dry,view
856,,Cyprus,Horeshan,"Oct 31, 2019 @ 8:44pmOct 31, 2019",,Dry,view
857,,Cyprus Liar switch,Horeshan,"Oct 31, 2019 @ 8:44pmOct 31, 2019",,Dry,view
858,,Forest Road,Horeshan,"Oct 31, 2019 @ 8:44pmOct 31, 2019",,Dry,view
859,,Forest Road,Horeshan,"Oct 31, 2019 @ 8:44pmOct 31, 2019",,Variable,view
860,,Forest Road (HaNasham),Horeshan,"Oct 31, 2019 @ 8:44pmOct 31, 2019",,Dry,view
861,,Orange Connection,Horeshan,"Oct 31, 2019 @ 8:44pmOct 31, 2019",,Dry,view
862,,Sigal,Ramot Menashe,"Oct 29, 2019 @ 9:32pmOct 29, 2019",reporter,Dry,view
863,,HaZore'a South / Blue singletrack,Ramot Menashe,"Oct 29, 2019 @ 9:32pmOct 29, 2019",reporter,Dry,view
864,,HaZore'a South / Blue singletrack,Ramot Menashe,"Oct 29, 2019 @ 9:32pmOct 29, 2019",reporter,Dry,view
865,,HaZore'a South / Blue singletrack,Ramot Menashe,"Oct 29, 2019 @ 9:32pmOct 29, 2019",reporter,Dry,view
866,,Pine View,Mt. Carmel National Park,"Oct 28, 2019 @ 7:53pmOct 28, 2019",,Variable,view
867,,Fast Lost Time,The Forester's House,"Oct 28, 2019 @ 7:53pmOct 28, 2019",,Variable,view
868,,Raffael Itbalbel,The Forester's House,"Oct 28, 2019 @ 7:53pmOct 28, 2019",,Variable,view
869,,Monsters Warmup Loop,The Forester's House,"Oct 28, 2019 @ 7:53pmOct 28, 2019",,Variable,view
870,,Dorot Way,Mt. Carmel National Park,"Oct 28, 2019 @ 7:53pmOct 28, 2019",,Dry,view
871,,Misgav KKL 08,Misgav,"Oct 26, 2019 @ 3:40amOct 26, 2019",E-Bike,Variable,view
872,,Foxie,Misgav,"Oct 26, 2019 @ 3:40amOct 26, 2019",E-Bike,Variable,view
873,,Intelligents,Misgav,"Oct 26, 2019 @ 3:40amOct 26, 2019",E-Bike,Dry,view
874,,Forest Road,Misgav,"Oct 26, 2019 @ 3:40amOct 26, 2019",E-Bike,Dry,view
875,,Dust,Misgav,"Oct 26, 2019 @ 3:40amOct 26, 2019",E-Bike,Variable,view
876,,Yaad DH,Misgav,"Oct 26, 2019 @ 3:40amOct 26, 2019",E-Bike,Dry,view
877,,Cappuccino & Zuta,Misgav,"Oct 26, 2019 @ 3:40amOct 26, 2019",E-Bike,Variable,view
878,,Flat Tyre,Misgav,"Oct 26, 2019 @ 3:40amOct 26, 2019",E-Bike,Variable,view
879,,Pine Kernel,Misgav,"Oct 26, 2019 @ 3:40amOct 26, 2019",E-Bike,Variable,view
880,,Eliot,Misgav,"Oct 26, 2019 @ 3:40amOct 26, 2019",E-Bike,Variable,view
881,,Yossi's water,Misgav,"Oct 26, 2019 @ 3:40amOct 26, 2019",E-Bike,Variable,view
882,,Kiryat Ata official,Kiryat Ata Forest,"Oct 24, 2019 @ 9:41pmOct 24, 2019",,Dry,view
883,,Forest Road,Ofer Forest,"Oct 17, 2019 @ 9:57pmOct 17, 2019",,Dry,view
884,,Stepup Descent,Ofer Forest,"Oct 17, 2019 @ 9:57pmOct 17, 2019",,Very Dry,view
885,,Gozemet,Ofer Forest,"Oct 17, 2019 @ 9:57pmOct 17, 2019",,Dry,view
886,,McMoissa,Ofer Forest,"Oct 17, 2019 @ 9:57pmOct 17, 2019",,Very Dry,view
887,,Shloohit,Ofer Forest,"Oct 17, 2019 @ 9:57pmOct 17, 2019",,Dry,view
888,,Darkness,Ofer Forest,"Oct 17, 2019 @ 9:57pmOct 17, 2019",,Very Dry,view
889,,Magical Forest,Ofer Forest,"Oct 17, 2019 @ 9:57pmOct 17, 2019",,Very Dry,view
890,,Bathroom,Ofer Forest,"Oct 17, 2019 @ 9:57pmOct 17, 2019",,Dry,view
891,,Short cut,Ofer Forest,"Oct 17, 2019 @ 9:57pmOct 17, 2019",,Dry,view
892,,Forest Road,Ofer Forest,"Oct 17, 2019 @ 9:57pmOct 17, 2019",,Dry,view
893,,Burial Cave,Ofer Forest,"Oct 17, 2019 @ 9:57pmOct 17, 2019",,Very Dry,view
894,,Foxie,Misgav,"Oct 17, 2019 @ 9:53pmOct 17, 2019",E-Bike,Dry,view
895,,Misgav KKL 10,Misgav,"Oct 17, 2019 @ 9:53pmOct 17, 2019",E-Bike,Dry,view
896,,Forest Road,Misgav,"Oct 17, 2019 @ 9:53pmOct 17, 2019",E-Bike,Dry,view
897,,Cappuccino & Zuta,Misgav,"Oct 17, 2019 @ 9:53pmOct 17, 2019",E-Bike,Dry,view
898,,Flat Tyre,Misgav,"Oct 17, 2019 @ 9:53pmOct 17, 2019",E-Bike,Dry,view
899,,Pine Kernel,Misgav,"Oct 17, 2019 @ 9:53pmOct 17, 2019",E-Bike,Dry,view
900,,Zohar,Misgav,"Oct 17, 2019 @ 9:53pmOct 17, 2019",E-Bike,Dry,view
901,,Dreamer 2,Misgav,"Oct 17, 2019 @ 9:53pmOct 17, 2019",E-Bike,Dry,view
902,,Aurora,Misgav,"Oct 17, 2019 @ 9:53pmOct 17, 2019",E-Bike,Dry,view
903,,Eliot,Misgav,"Oct 17, 2019 @ 9:53pmOct 17, 2019",E-Bike,Dry,view
904,,Dreamer 3,Misgav,"Oct 17, 2019 @ 9:53pmOct 17, 2019",E-Bike,Dry,view
905,,Yossi's water,Misgav,"Oct 17, 2019 @ 9:53pmOct 17, 2019",E-Bike,Dry,view
906,,Descent to the Hai-Bar,Mt. Carmel National Park,"Oct 15, 2019 @ 9:54pmOct 15, 2019",,Dry,view
907,,Northern Descent,Kiryat Tivon,"Oct 7, 2019 @ 1:53amOct 7, 2019",reporter 1 hours 1 attendees,Dry,view
908,,Agency,The Forester's House,"Oct 3, 2019 @ 11:08pmOct 3, 2019",,Very Dry,view
909,,Skeleton,The Forester's House,"Oct 3, 2019 @ 11:08pmOct 3, 2019",,Very Dry,view
910,,Stepup Descent,Ofer Forest,"Oct 3, 2019 @ 9:49pmOct 3, 2019",E-Bike,Very Dry,view
911,,Dushbag,Ofer Forest,"Oct 3, 2019 @ 9:49pmOct 3, 2019",E-Bike,Very Dry,view
912,,Jump It,Kfar Glikson,"Oct 3, 2019 @ 7:35amOct 3, 2019",,Dry,view
913,,The Installations,Kfar Glikson,"Oct 3, 2019 @ 7:35amOct 3, 2019",,Dry,view
914,,The Avenue,Kfar Glikson,"Oct 3, 2019 @ 7:35amOct 3, 2019",,Dry,view
915,,The Short,Kfar Glikson,"Oct 3, 2019 @ 7:35amOct 3, 2019",,Variable,view
916,,Forest Road,Kfar Glikson,"Oct 3, 2019 @ 7:35amOct 3, 2019",,Dry,view
917,,Aloney Yitshak East,Kfar Glikson,"Oct 3, 2019 @ 7:35amOct 3, 2019",,Variable,view
918,,Foxie,Misgav,"Sep 28, 2019 @ 9:43pmSep 28, 2019",,Very Dry,view
919,,Forest Road,Misgav,"Sep 28, 2019 @ 9:43pmSep 28, 2019",,Very Dry,view
920,,Yaad DH,Misgav,"Sep 28, 2019 @ 9:43pmSep 28, 2019",,Very Dry,view
921,,Pine Kernel,Misgav,"Sep 28, 2019 @ 9:43pmSep 28, 2019",,Very Dry,view
922,,Zohar,Misgav,"Sep 28, 2019 @ 9:43pmSep 28, 2019",,Very Dry,view
923,,Road Gap,Misgav,"Sep 28, 2019 @ 9:43pmSep 28, 2019",,Very Dry,view
924,,Dreamer 2,Misgav,"Sep 28, 2019 @ 9:43pmSep 28, 2019",,Very Dry,view
925,,Eliot,Misgav,"Sep 28, 2019 @ 9:43pmSep 28, 2019",,Very Dry,view
926,,Dreamer 3,Misgav,"Sep 28, 2019 @ 9:43pmSep 28, 2019",,Very Dry,view
927,,Yossi's water,Misgav,"Sep 28, 2019 @ 9:43pmSep 28, 2019",,Very Dry,view
928,,Tal El 2,Ahihud Forest,"Sep 27, 2019 @ 10:29pmSep 27, 2019",,Very Dry,view
929,,Ahihud,Ahihud Forest,"Sep 27, 2019 @ 10:29pmSep 27, 2019",,Very Dry,view
930,,Aloney Yitshak West,Kfar Glikson,"Sep 26, 2019 @ 6:45amSep 26, 2019",,Variable,view
931,,Terraces,The Forester's House,"Sep 19, 2019 @ 10:55pmSep 19, 2019",,Very Dry,view
932,,The Foresters,The Forester's House,"Sep 19, 2019 @ 10:55pmSep 19, 2019",,Very Dry,view
933,,Nahal Alon,Mt. Carmel National Park,"Sep 19, 2019 @ 10:55pmSep 19, 2019",,Dry,view
934,,Shokef,Mt. Carmel National Park,"Sep 19, 2019 @ 10:55pmSep 19, 2019",,Dry,view
935,,Jump It,Kfar Glikson,"Sep 16, 2019 @ 11:24pmSep 16, 2019",,Dry,view
936,,Swing,Kfar Glikson,"Sep 16, 2019 @ 11:24pmSep 16, 2019",,Dry,view
937,,The Installations,Kfar Glikson,"Sep 16, 2019 @ 11:24pmSep 16, 2019",,Dry,view
938,,Misgav KKL 08,Misgav,"Sep 12, 2019 @ 9:17pmSep 12, 2019",,Very Dry,view
939,,Raback,Misgav,"Sep 12, 2019 @ 9:17pmSep 12, 2019",,Very Dry,view
940,,Misgav KKL 09,Misgav,"Sep 12, 2019 @ 9:17pmSep 12, 2019",,Very Dry,view
941,,Misgav KKL 10,Misgav,"Sep 12, 2019 @ 9:17pmSep 12, 2019",,Very Dry,view
942,,Misgav KKL 06,Misgav,"Sep 12, 2019 @ 9:17pmSep 12, 2019",,Very Dry,view
943,,Misgav KKL 05,Misgav,"Sep 12, 2019 @ 9:17pmSep 12, 2019",,Very Dry,view
944,,Misgav KKL 04,Misgav,"Sep 12, 2019 @ 9:17pmSep 12, 2019",,Very Dry,view
945,,Misgav KKL 11,Misgav,"Sep 12, 2019 @ 9:17pmSep 12, 2019",,Very Dry,view
946,,Misgav KKL 12,Misgav,"Sep 12, 2019 @ 9:17pmSep 12, 2019",,Very Dry,view
947,,Misgav KKL 03,Misgav,"Sep 12, 2019 @ 9:17pmSep 12, 2019",,Very Dry,view
948,,Misgav KKL 02,Misgav,"Sep 12, 2019 @ 9:17pmSep 12, 2019",,Very Dry,view
949,,Misgav KKL 01,Misgav,"Sep 12, 2019 @ 9:17pmSep 12, 2019",,Very Dry,view
950,,Forest Road,Misgav,"Sep 12, 2019 @ 9:17pmSep 12, 2019",,Very Dry,view
951,,Dust,Misgav,"Sep 12, 2019 @ 9:17pmSep 12, 2019",,Very Dry,view
952,,Cappuccino & Zuta,Misgav,"Sep 12, 2019 @ 9:17pmSep 12, 2019",,Very Dry,view
953,,Flat Tyre,Misgav,"Sep 12, 2019 @ 9:17pmSep 12, 2019",,Very Dry,view
954,,Shimshit - Givat Ella,Alon HaGalil,"Sep 6, 2019 @ 8:28pmSep 6, 2019",,Very Dry,view
955,,Givat Ela,Alon HaGalil,"Sep 6, 2019 @ 8:28pmSep 6, 2019",,Very Dry,view
956,,Zeevik The Fox,Mishmar HaEmek,"Sep 5, 2019 @ 9:22pmSep 5, 2019",E-Bike,Very Dry,view
957,,Forest Road,Mishmar HaEmek,"Sep 5, 2019 @ 9:22pmSep 5, 2019",E-Bike,Very Dry,view
958,,Starter,Mishmar HaEmek,"Sep 5, 2019 @ 9:22pmSep 5, 2019",E-Bike,Very Dry,view
959,,Forest Road,Mishmar HaEmek,"Sep 5, 2019 @ 9:22pmSep 5, 2019",E-Bike,Very Dry,view
960,,The Hump / Ha'Dabeshet,Mishmar HaEmek,"Sep 5, 2019 @ 9:22pmSep 5, 2019",E-Bike,Very Dry,view
961,,Concealed,Mishmar HaEmek,"Sep 5, 2019 @ 9:22pmSep 5, 2019",E-Bike,Very Dry,view
962,,Carobs,Mishmar HaEmek,"Sep 5, 2019 @ 9:22pmSep 5, 2019",E-Bike,Very Dry,view
963,,Uria's Corner,Mishmar HaEmek,"Sep 5, 2019 @ 9:22pmSep 5, 2019",E-Bike,Very Dry,view
964,,Access trail,Mishmar HaEmek,"Sep 5, 2019 @ 9:22pmSep 5, 2019",E-Bike,Very Dry,view
965,,Nettles,Mishmar HaEmek,"Sep 5, 2019 @ 9:22pmSep 5, 2019",E-Bike,Very Dry,view
966,,Yossi #2,Mishmar HaEmek,"Sep 5, 2019 @ 9:22pmSep 5, 2019",E-Bike,Very Dry,view
967,,Aristo,Mishmar HaEmek,"Sep 3, 2019 @ 7:51pmSep 3, 2019",,Dry,view
968,,Kiryat Ata official,Kiryat Ata Forest,"Aug 30, 2019 @ 8:33pmAug 30, 2019",,Very Dry,view
969,,Reish La'Kish,Alon HaGalil,"Aug 27, 2019 @ 8:40pmAug 27, 2019",,Very Dry,view
970,,Behind The Fence,Horeshan,"Aug 23, 2019 @ 8:33pmAug 23, 2019",reporter,Dry,view
971,,Pigs,Horeshan,"Aug 23, 2019 @ 8:33pmAug 23, 2019",reporter,Dry,view
972,,Motocross,Horeshan,"Aug 23, 2019 @ 8:33pmAug 23, 2019",Narrow section at the Northern entry reporter,Dry,view
973,,Ehud 6,Horeshan,"Aug 23, 2019 @ 8:33pmAug 23, 2019",reporter,Dry,view
974,,Ehud 1,Horeshan,"Aug 23, 2019 @ 8:33pmAug 23, 2019",reporter,Dry,view
975,,Thorns Ravine,Horeshan,"Aug 23, 2019 @ 8:33pmAug 23, 2019",reporter,Very Dry,view
976,,Ehud 2,Horeshan,"Aug 23, 2019 @ 8:33pmAug 23, 2019",reporter,Dry,view
977,,Timrat,Lower Galillee,"Aug 23, 2019 @ 2:14amAug 23, 2019",Trail section braided (multiple alt lines) reporter,Very Dry,view
978,,Forest Road,Horeshan,"Aug 15, 2019 @ 7:35pmAug 15, 2019",,Very Dry,view
979,,Ehud 6,Horeshan,"Aug 15, 2019 @ 7:35pmAug 15, 2019",,Very Dry,view
980,,Zichron Circuit - Horeshan,Zihron Ya'akov,"Aug 15, 2019 @ 7:35pmAug 15, 2019",,Very Dry,view
981,,Tivon Circuit (NE section),Kiryat Tivon,"Aug 14, 2019 @ 2:34amAug 14, 2019",reporter,Dry,view
982,,Loopy,Horeshan,"Aug 9, 2019 @ 11:30pmAug 9, 2019",,Dry,view
983,,Tal El 1,Ahihud Forest,"Aug 9, 2019 @ 9:01pmAug 9, 2019",,Very Dry,view
984,,Ahihud,Ahihud Forest,"Aug 9, 2019 @ 9:01pmAug 9, 2019",,Very Dry,view
985,,Rocky Climb,Horeshan,"Aug 8, 2019 @ 7:23pmAug 8, 2019",,Very Dry,view
986,,Forest Road,Horeshan,"Aug 8, 2019 @ 7:23pmAug 8, 2019",,Very Dry,view
987,,Georgie,Horeshan,"Aug 8, 2019 @ 7:23pmAug 8, 2019",,Very Dry,view
988,,Ehud 10,Horeshan,"Aug 1, 2019 @ 8:14pmAug 1, 2019",Trail section braided (multiple alt lines),Very Dry,view
989,,Narrow Descent,Horeshan,"Jul 30, 2019 @ 1:22amJul 30, 2019",,Dry,view
990,,Shimshit,Alon HaGalil,"Jul 29, 2019 @ 8:43pmJul 29, 2019",,Very Dry,view
991,,Forest Road,Kiryat Tivon,"Jul 29, 2019 @ 7:17pmJul 29, 2019",מטבעון נופית יער קרית אתא וחזרה לטבעון,Dry,view
992,,The Short,Kfar Glikson,"Jul 27, 2019 @ 7:22amJul 27, 2019",,Variable,view
993,,Aloney Yitshak East,Kfar Glikson,"Jul 27, 2019 @ 7:22amJul 27, 2019",,Variable,view
994,,Ehud 3,Horeshan,"Jul 26, 2019 @ 8:36pmJul 26, 2019",reporter,Dry,view
995,,Pigs,Horeshan,"Jul 26, 2019 @ 8:36pmJul 26, 2019",reporter,Dry,view
996,,Ehud 3 extension,Horeshan,"Jul 26, 2019 @ 8:36pmJul 26, 2019",reporter,Dry,view
997,,Colourfull Movie,Horeshan,"Jul 26, 2019 @ 8:36pmJul 26, 2019",reporter,Dry,view
998,,Hunters - Ehud 4,Horeshan,"Jul 26, 2019 @ 8:36pmJul 26, 2019",reporter,Dry,view
999,,The Snake,Kfar HaHoresh,"Jul 18, 2019 @ 9:54pmJul 18, 2019",,Very Dry,view
1000,,HaZore'a South / Blue singletrack,Ramot Menashe,"Jul 18, 2019 @ 9:17pmJul 18, 2019",,Very Dry,view
1001,,HaZore'a South / Blue singletrack,Ramot Menashe,"Jul 18, 2019 @ 9:17pmJul 18, 2019",,Very Dry,view
1002,,HaZore'a South / Blue singletrack,Ramot Menashe,"Jul 18, 2019 @ 9:17pmJul 18, 2019",,Very Dry,view
1003,,HaZore'a South / Blue singletrack,Ramot Menashe,"Jul 18, 2019 @ 9:17pmJul 18, 2019",,Very Dry,view
1004,,The Orange,Horeshan,"Jul 12, 2019 @ 1:31amJul 12, 2019",,Very Dry,view
1005,,Motorbikes North,Horeshan,"Jul 12, 2019 @ 1:31amJul 12, 2019",,Very Dry,view
1006,,Millis,Horeshan,"Jul 12, 2019 @ 1:31amJul 12, 2019",,Very Dry,view
1007,,Forest Road,Horeshan,"Jul 12, 2019 @ 1:31amJul 12, 2019",,Very Dry,view
1008,,Forest Road,Horeshan,"Jul 12, 2019 @ 1:31amJul 12, 2019",,Very Dry,view
1009,,Forest Road,Horeshan,"Jul 12, 2019 @ 1:31amJul 12, 2019",,Very Dry,view
1010,,Forest Road (HaNasham),Horeshan,"Jul 12, 2019 @ 1:31amJul 12, 2019",,Very Dry,view
1011,,Orange Connection,Horeshan,"Jul 12, 2019 @ 1:31amJul 12, 2019",,Very Dry,view
1012,,New Zealand - The Jungle,Horeshan,"Jul 12, 2019 @ 1:31amJul 12, 2019",,Very Dry,view
1013,,The Brain,Mishmar HaEmek,"Jul 11, 2019 @ 9:49pmJul 11, 2019",,Very Dry,view
1014,,Tom's climb,Mishmar HaEmek,"Jul 11, 2019 @ 9:49pmJul 11, 2019",,Very Dry,view
1015,,Carmel Coast - Bat Shlomo Kerem Maharal,Ofer Forest,"Jul 11, 2019 @ 9:17pmJul 11, 2019",,Dry,view
1016,,Carmel Coast  - Furadis Bat Shlomo,Ofer Forest,"Jul 11, 2019 @ 9:17pmJul 11, 2019",,Dry,view
1017,,Carmel Coast - Zeitim to Fureidis,Ofer Forest,"Jul 11, 2019 @ 9:17pmJul 11, 2019",,Dry,view
1018,,Carmel Coast  - Furadis Bat Shlomo,Ofer Forest,"Jul 11, 2019 @ 9:17pmJul 11, 2019",,Dry,view
1019,,Connector,Ofer Forest,"Jul 11, 2019 @ 9:17pmJul 11, 2019",,Dry,view
1020,,Carmel Coast - Zeitim to Fureidis,Ofer Forest,"Jul 11, 2019 @ 9:17pmJul 11, 2019",,Dry,view
1021,,Across The Hill,Horeshan,"Jul 11, 2019 @ 8:07pmJul 11, 2019",reporter,Dry,view
1022,,Joel,Horeshan,"Jul 11, 2019 @ 8:07pmJul 11, 2019",reporter,Dry,view
1023,,Deers Valley,Horeshan,"Jul 11, 2019 @ 8:07pmJul 11, 2019",reporter,Dry,view
1024,,Ehud 6,Horeshan,"Jul 11, 2019 @ 8:07pmJul 11, 2019",reporter,Dry,view
1025,,Ehud 1,Horeshan,"Jul 11, 2019 @ 8:07pmJul 11, 2019",reporter,Dry,view
1026,,Ehud 10,Horeshan,"Jul 11, 2019 @ 8:07pmJul 11, 2019",reporter,Very Dry,view
1027,,The Creek,Horeshan,"Jul 8, 2019 @ 9:52pmJul 8, 2019",,Very Dry,view
1028,,Ethiopia,Horeshan,"Jul 8, 2019 @ 9:52pmJul 8, 2019",,Very Dry,view
1029,,The Peak,Horeshan,"Jul 8, 2019 @ 9:52pmJul 8, 2019",,Very Dry,view
1030,,Fureidis Exit,Zihron Ya'akov,"Jul 4, 2019 @ 8:59pmJul 4, 2019",,Dry,view
1031,,Kebara,Ramat Ha'anadiv,"Jul 4, 2019 @ 8:57pmJul 4, 2019",,Dry,view
1032,,Shuni,Ramat Ha'anadiv,"Jun 29, 2019 @ 3:33amJun 29, 2019",upper section has thorns lower section is blocked at certain points,Dry,view
1033,,Butterflies,Mishmar HaEmek,"Jun 28, 2019 @ 9:25pmJun 28, 2019",reporter,Very Dry,view
1034,,Pitel,Mishmar HaEmek,"Jun 28, 2019 @ 9:25pmJun 28, 2019",reporter,Very Dry,view
1035,,Aristo,Mishmar HaEmek,"Jun 28, 2019 @ 9:25pmJun 28, 2019",reporter,Very Dry,view
1036,,The Brain,Mishmar HaEmek,"Jun 28, 2019 @ 9:25pmJun 28, 2019",reporter,Very Dry,view
