שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,pop,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,coords,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,name,אשכול רשויות מקומיות,c_str,lon,lat,lonlat,distance,duration,g_orig,g_dest,crow_dist,speed,ratio,mode
הררית,1203,HARARIT,2,הצפון,24,עכו,241.0,56.0,מועצה אזורית משגב,,1.0,640.0,640.0,620.0,0.0,1980,370,7.0,2346375011.0,477.0,205.0,10004513.0,2021,Hararit,210.0,2346375011,35.36652409892097,32.84565980343099,"32.8457,35.3665",45499,2852,"Haifa, Israel","3, Hararit, Israel",33765.35453777195,42.621064633933734,0.742112014281016,driving
ורד יריחו,3639,WERED YERIHO,7,אזור יהודה ושומרון,75,ירדן-יריחו,,74.0,מועצה אזורית מגילות ים המלח,,1.0,364.0,364.0,354.0,0.0,1980,310,10.0,2411063710.0,-157.0,713.0,10003314.0,2021,Wered Yeriho,710.0,2411063710,35.43305844569144,31.82647869529813,"31.8265,35.4331",180701,7471,"Haifa, Israel","26, Vered Yerikho",115728.62073640518,55.76536402771499,0.640442613690047,driving
ורדון,1133,WARDON,6,הדרום,61,אשקלון,611.0,35.0,מועצה אזורית יואב,,1.0,264.0,264.0,255.0,0.0,1968,350,,1793861911.0,100.0,632.0,10001813.0,2021,Wardon,420.0,1793861911,34.78186363023306,31.66374262627765,"31.6637,34.7819",149222,5969,"Haifa, Israel","67, Vardon, Israel",128518.28664389323,77.51144779996912,0.8612556234596321,driving
זבדיאל,815,ZAVDI'EL,6,הדרום,61,אשקלון,611.0,34.0,מועצה אזורית שפיר,,1.0,616.0,616.0,616.0,0.0,1950,310,8.0,1773161858.0,90.0,631.0,10001813.0,2021,Zavdi'el,,1773161858,34.76006021070031,31.65888879287086,"31.6589,34.7601",151187,6067,"Haifa, Israel","81, Zavdiel, Israel",129405.44853581426,76.78582738238526,0.8559297329520015,driving
זוהר,44,ZOHAR,6,הדרום,61,אשקלון,612.0,50.0,מועצה אזורית לכיש,,1.0,343.0,343.0,340.0,0.0,1956,310,10.0,1708861156.0,117.0,634.0,10001813.0,2021,Zohar,,1708861156,34.69261271737911,31.595326552486384,"31.5953,34.6926",171721,6647,"Haifa, Israel","12, Zohar, Israel",137594.9567787835,74.52111394668582,0.8012704140948602,driving
זיקים,584,ZIQIM,6,הדרום,61,אשקלון,614.0,36.0,מועצה אזורית חוף אשקלון,,1.0,894.0,878.0,836.0,16.0,1949,330,15.0,1546761323.0,24.0,633.0,10001829.0,2021,Ziqim,620.0,1546761323,34.521714077928905,31.60958837548904,"31.6096,34.5217",156740,6835,"Haifa, Israel","העומרים, Zikim, Israel",140439.8772993043,73.96979638295471,0.8960053419631511,driving
זמרת,1065,ZIMRAT,6,הדרום,62,באר שבע,621.0,39.0,מועצה אזורית שדות נגב,,1.0,684.0,683.0,682.0,1.0,1957,310,2.0,1574959529.0,122.0,651.0,10001930.0,2021,Zimrat,620.0,1574959529,34.55255460693755,31.447957665951115,"31.4480,34.5526",175318,7664,"Haifa, Israel","Grocery store/Zimrat, Zimrat, Israel",156729.4541917554,73.62030729257822,0.8939724055245633,driving
זנוח,816,ZANOAH,1,ירושלים,11,ירושלים,112.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,539.0,524.0,515.0,15.0,1950,310,8.0,2000062667.0,291.0,151.0,15000597.0,2021,Zanoah,,2000062667,34.99913535837467,31.73245688564577,"31.7325,34.9991",140846,5609,"Haifa, Israel","34, Zano'ah, Israel",119098.24766264072,76.44030871554762,0.8455919774976975,driving
זרועה,2064,ZERU'A,6,הדרום,62,באר שבע,621.0,39.0,מועצה אזורית שדות נגב,,1.0,503.0,502.0,500.0,1.0,1953,310,2.0,1642959642.0,134.0,651.0,10001930.0,2021,Zeru'a,620.0,1642959642,34.62402448177201,31.45849249307255,"31.4585,34.6240",187126,7103,"Haifa, Israel","22, Zru'a, Israel",153881.14922084552,77.99129060890382,0.8223397562115661,driving
זרחיה,818,ZERAHYA,6,הדרום,61,אשקלון,611.0,34.0,מועצה אזורית שפיר,,1.0,755.0,755.0,755.0,0.0,1950,310,2.0,1759462110.0,72.0,631.0,10001821.0,2021,Zerahya,,1759462110,34.74550393138517,31.681563733710256,"31.6816,34.7455",148895,5940,"Haifa, Israel","Kupat Holim Clalit Zrah'ya, Zrahia, Israel",127185.18426592203,77.08192985813456,0.8541937893543908,driving
ח'ואלד,1321,KHAWALED,3,חיפה,31,חיפה,311.0,12.0,מועצה אזורית זבולון,222.0,2.0,729.0,0.0,0.0,729.0,,450,,2131074174.0,65.0,301.0,10004207.0,2021,Khawaled,310.0,2131074174,35.13660117632435,32.77027468300427,"32.7703,35.1366",18937,1418,"Haifa, Israel","Khawaled Mosque, Israel",12517.009701958812,31.778021810332667,0.6609816603452929,driving
חבצלת השרון,235,HAVAZZELET HASHARON,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,485.0,485.0,470.0,0.0,1935,310,10.0,1872969635.0,23.0,409.0,10002089.0,2021,Havazzelet HaSharon,,1872969635,34.86269291677278,32.36053547224733,"32.3605,34.8627",57371,2503,"Haifa, Israel","HaYam Road 21, Havatselet HaSharon, Israel",51119.36017970548,73.52365027844176,0.891031360438296,driving
חבר,1110,HEVER,2,הצפון,23,יזרעאל,234.0,8.0,מועצה אזורית הגלבוע,,1.0,800.0,800.0,766.0,0.0,1958,350,,2250871708.0,71.0,204.0,10004394.0,2021,Hever,213.0,2250871708,35.2643132819168,32.54791577965057,"32.5479,35.2643",48735,2827,"Haifa, Israel","78, Merkaz Hever, Israel",37151.407901228864,47.309893330181794,0.7623147204520132,driving
חגי,3764,HAGGAY,7,אזור יהודה ושומרון,77,חברון,,78.0,מועצה אזורית הר חברון,,1.0,701.0,701.0,701.0,0.0,1984,370,11.0,2076160011.0,853.0,715.0,15003512.0,2021,Haggay,710.0,2076160011,35.07975628084651,31.4930262648563,"31.4930,35.0798",220569,9020,"Haifa, Israel",Hagai,145871.9433024803,58.21940087460411,0.6613438121516636,driving
חגלה,205,HOGLA,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,868.0,868.0,863.0,0.0,1933,310,1.0,1932769927.0,19.0,409.0,15000060.0,2021,Hogla,,1932769927,34.92614547926083,32.38702257558431,"32.3870,34.9261",59669,3412,"Haifa, Israel","Nof Yaldut St 39, Hogla, Israel",46951.321746817935,49.53832306229325,0.7868628893867492,driving
חד-נס,4026,HAD-NES,2,הצפון,29,גולן,293.0,71.0,מועצה אזורית גולן,,1.0,876.0,876.0,819.0,0.0,1989,370,9.0,2604175924.0,-10.0,219.0,10004579.0,2021,Had-Nes,211.0,2604175924,35.64230205511356,32.927321319187826,"32.9273,35.6423",90409,4361,"Haifa, Israel","Khofim St 31, Had Nes",60760.41812455288,50.157648532077594,0.6720616102882775,driving
חדיד,618,HADID,4,המרכז,43,רמלה,432.0,25.0,מועצה אזורית חבל מודיעין,142.0,1.0,913.0,913.0,908.0,0.0,1950,310,2.0,1936865290.0,66.0,424.0,10002168.0,2021,Hadid,,1936865290,34.93175154891871,31.96887957920137,"31.9689,34.9318",110817,4608,"Haifa, Israel","HaKalanit St 115, Hadid, Israel",93086.46932743552,72.723804162059,0.8400017084692378,driving
חולית,1239,HOLIT,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,203.0,202.0,195.0,1.0,1980,330,15.0,1357357134.0,76.0,651.0,10001893.0,2021,Holit,620.0,1357357134,34.325668954025836,31.23060816376794,"31.2306,34.3257",209430,9025,"Haifa, Israel","Holit Center, Holit, Israel",186374.012127486,74.34309625029913,0.8899107679295516,driving
חולתה,253,HULATA,2,הצפון,21,צפת,211.0,1.0,מועצה אזורית הגליל העליון,,1.0,719.0,718.0,701.0,1.0,1937,330,15.0,2573277301.0,81.0,253.0,10004540.0,2021,Hulata,211.0,2573277301,35.6098329243286,33.0515892213336,"33.0516,35.6098",97781,4464,"Haifa, Israel","Office, Hulata, Israel",62522.73930371114,50.42156395460576,0.6394160348504427,driving
חוסנייה,1332,HUSSNIYYA,2,הצפון,24,עכו,242.0,56.0,מועצה אזורית משגב,,2.0,823.0,6.0,0.0,817.0,,450,,2302975616.0,292.0,205.0,10004513.0,2021,Hussniyya,210.0,2302975616,35.320235890383856,32.90026306804212,"32.9003,35.3202",48482,2883,"Haifa, Israel","Unnamed Road, Hussniyya, Israel",31029.288208445105,38.746249583906476,0.6400166702785591,driving
חופית,115,HOFIT,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,824.0,824.0,815.0,0.0,1955,350,,1883769905.0,16.0,409.0,15000060.0,2021,Hofit,,1883769905,34.87407856046197,32.384913053082435,"32.3849,34.8741",57483,2748,"Haifa, Israel","Ha-Shaldag St 15, Hofit, Israel",48222.60400254443,63.173717033901,0.8389020058546776,driving
חוקוק,374,HUQOQ,2,הצפון,22,כנרת,221.0,6.0,מועצה אזורית עמק הירדן,,1.0,628.0,621.0,586.0,7.0,1945,330,15.0,2466775401.0,5.0,214.0,10004552.0,2021,Huqoq,214.0,2466775401,35.495247167350314,32.88059241524129,"32.8806,35.4952",80314,3813,"Haifa, Israel","Unnamed Road, Hukok, Israel",46258.5588319362,43.67448512849995,0.5759712980543392,driving
חורשים,355,HORESHIM,4,המרכז,42,פתח תקווה,421.0,20.0,מועצה אזורית דרום השרון,142.0,1.0,350.0,343.0,332.0,7.0,1955,330,15.0,1974467160.0,79.0,417.0,15000658.0,2021,Horeshim,410.0,1974467160,34.971101023355786,32.137594340915925,"32.1376,34.9711",90734,3928,"Haifa, Israel","Unnamed Road, Horshim, Israel",74129.46389606345,67.93942719598483,0.8169976403119387,driving
חזון,1047,HAZON,2,הצפון,21,צפת,214.0,2.0,מועצה אזורית מרום הגליל,,1.0,290.0,290.0,290.0,0.0,1969,310,2.0,2372775686.0,443.0,209.0,10004465.0,2021,Hazon,211.0,2372775686,35.39485414105984,32.906483430005196,"32.9065,35.3949",61358,3835,"Haifa, Israel","35, Hazon, Israel",37847.04176926513,35.5278618955292,0.6168232629692156,driving
חיבת ציון,219,HIBBAT ZIYYON,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,844.0,844.0,838.0,0.0,1933,310,7.0,1919970042.0,29.0,409.0,15000060.0,2021,Hibbat Ziyyon,,1919970042,34.91250905311328,32.39736184691325,"32.3974,34.9125",54877,2840,"Haifa, Israel","HaRishonim/Udim, Hibat Tzion, Israel",46050.39329961062,58.37373798542192,0.8391565373400628,driving
חלוץ,1272,HALUZ,2,הצפון,24,עכו,243.0,56.0,מועצה אזורית משגב,,1.0,537.0,536.0,522.0,1.0,1985,370,13.0,2295476170.0,734.0,205.0,15002358.0,2021,Haluz,210.0,2295476170,35.312280196412175,32.950223048232516,"32.9502,35.3123",54047,2942,"Haifa, Israel","Ganim St 58, Haluts, Israel",32711.777077735092,40.02800730110344,0.6052468606534145,driving
חלץ,820,HELEZ,6,הדרום,61,אשקלון,614.0,36.0,מועצה אזורית חוף אשקלון,,1.0,486.0,482.0,478.0,4.0,1950,310,1.0,1676360965.0,79.0,633.0,10001829.0,2021,Helez,620.0,1676360965,34.658470579367204,31.577959905428294,"31.5780,34.6585",158056,7042,"Haifa, Israel","Office/Helets, Heletz, Israel",140201.77397200264,71.67372710866367,0.8870386063926877,driving
חמדיה,343,HAMADYA,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,420.0,417.0,404.0,3.0,1942,330,15.0,2490971407.0,-169.0,202.0,10004568.0,2021,Hamadya,214.0,2490971407,35.5198376292679,32.52039239687667,"32.5204,35.5198",71848,3980,"Haifa, Israel","Hamadya, Israel",57277.93029205717,51.80918317874519,0.7972098080956627,driving
חמדת,3646,HEMDAT,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,343.0,343.0,343.0,0.0,1980,370,11.0,2497768423.0,148.0,712.0,10003299.0,2021,Hemdat,710.0,2497768423,35.52611973338513,32.25129475735867,"32.2513,35.5261",103298,5549,"Haifa, Israel","Hemdat, Hemdat",78254.02280680902,50.768513624889614,0.7575560301923466,driving
חמרה,3609,HAMRA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,273.0,273.0,266.0,0.0,1971,310,10.0,2412967837.0,-46.0,712.0,10003299.0,2021,Hamra,710.0,2412967837,35.43599947970896,32.19864811886899,"32.1986,35.4360",113629,6100,"Haifa, Israel","30, Khamra",78290.78468397279,46.20439751841017,0.6890035526491722,driving
חניאל,807,HANNI'EL,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,903.0,903.0,880.0,0.0,1950,310,1.0,1954169328.0,31.0,409.0,15000060.0,2021,Hanni'el,,1954169328,34.949040016650265,32.33305594908,"32.3331,34.9490",72340,3374,"Haifa, Israel","Ha-Giv'a St 432, Haniel, Israel",52608.88616455197,56.13277717616689,0.7272447631262369,driving
חניתה,280,HANITA,2,הצפון,24,עכו,244.0,4.0,מועצה אזורית מטה אשר,,1.0,744.0,743.0,712.0,1.0,1938,330,15.0,2166577698.0,338.0,201.0,10004302.0,2021,Hanita,212.0,2166577698,35.174382580288466,33.08804014616101,"33.0880,35.1744",50815,3037,"Haifa, Israel","מעלה הגבעה, Hanita, Israel",35215.72602775192,41.74402821860617,0.6930183219079391,driving
חפץ חיים,363,HAFEZ HAYYIM,4,המרכז,44,רחובות,441.0,31.0,מועצה אזורית נחל שורק,143.0,1.0,586.0,586.0,586.0,0.0,1944,330,8.0,1811563304.0,76.0,456.0,15002488.0,2021,Hafez Hayyim,420.0,1811563304,34.79998147046546,31.78942739039018,"31.7894,34.8000",136471,5317,"Haifa, Israel","Unnamed Road, Hafetz Haim, Israel",114453.27502909045,77.49328382635427,0.8386637089864546,driving
חפצי-בה,90,HEFZI-BAH,2,הצפון,23,יזרעאל,232.0,8.0,מועצה אזורית הגלבוע,,1.0,757.0,755.0,732.0,2.0,1922,330,15.0,2400871389.0,-74.0,204.0,10004568.0,2021,Hefzi-Bah,213.0,2400871389,35.4239393737291,32.51897319620786,"32.5190,35.4239",63153,3894,"Haifa, Israel","נסיעה עם Waze אל חפצי-בה: https://waze.com/ul, Heftsiba, Israel",50121.84550346461,46.33760755328007,0.7936573955863476,driving
חצבה,13,HAZEVA,6,הדרום,62,באר שבע,625.0,54.0,מועצה אזורית הערבה התיכונה,,1.0,694.0,684.0,646.0,10.0,1965,310,1.0,2266751976.0,-156.0,657.0,10001918.0,2021,Hazeva,610.0,2266751976,35.27979011058324,30.76836239719583,"30.7684,35.2798",295363,11510,"Haifa, Israel","40, Hazeva, Israel",227743.28751512038,71.23161034356502,0.7710623453686494,driving
חצור-אשדוד,406,HAZOR-ASHDOD,6,הדרום,61,אשקלון,611.0,33.0,מועצה אזורית באר טוביה,143.0,1.0,673.0,673.0,651.0,0.0,1937,330,15.0,1735963120.0,44.0,616.0,10001821.0,2021,Hazor-Ashdod,420.0,1735963120,34.72024752068819,31.77255559489109,"31.7726,34.7202",135394,6197,"Haifa, Israel","בית הבריאות, Hatsor Ashdod, Israel",117798.32719795332,68.43214102188671,0.870040970781226,driving
חצרים,397,HAZERIM,6,הדרום,62,באר שבע,623.0,41.0,מועצה אזורית בני שמעון,344.0,1.0,857.0,857.0,837.0,0.0,1946,330,15.0,1726857216.0,240.0,625.0,10001900.0,2021,Hazerim,620.0,1726857216,34.71343219669985,31.240068829862647,"31.2401,34.7134",200760,7918,"Haifa, Israel","6PQ6+WQ, Hatzerim, Israel",176059.69964841966,80.04735018114559,0.876966027338213,driving
חרב לאת,422,HEREV LE'ET,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,933.0,933.0,915.0,0.0,1947,310,10.0,1923970091.0,28.0,409.0,15000060.0,2021,Herev Le'Et,,1923970091,34.91674648617354,32.4017901519983,"32.4018,34.9167",57789,3024,"Haifa, Israel","HaAlon St 4, Herev Le'et, 3886000, Israel",45490.75883578595,54.15566528069756,0.7871871608054465,driving
חרוצים,1024,HARUZIM,4,המרכז,41,השרון,411.0,19.0,מועצה אזורית חוף השרון,141.0,1.0,907.0,907.0,886.0,0.0,1951,350,,1874468161.0,45.0,401.0,15000060.0,2021,Haruzim,,1874468161,34.86478248838957,32.22762158752545,"32.2276,34.8648",78277,3777,"Haifa, Israel","HaTamar St 109, Harutzim, Israel",65440.84402809176,62.374116627251865,0.8360162503429073,driving
חרמש,3717,HERMESH,7,אזור יהודה ושומרון,71,ג'נין,,72.0,מועצה אזורית שומרון,,1.0,236.0,236.0,216.0,0.0,1982,370,9.0,2114170327.0,238.0,710.0,15004488.0,2021,Hermesh,710.0,2114170327,35.11889421726791,32.423370716402694,"32.4234,35.1189",64316,3336,"Haifa, Israel","Hermesh/Center, Hermesh",43511.303153900415,46.95464369125944,0.6765237756374839,driving
חרשים,1209,HARASHIM,2,הצפון,24,עכו,243.0,56.0,מועצה אזורית משגב,,1.0,377.0,377.0,357.0,0.0,1980,370,19.0,2310076241.0,815.0,205.0,10004465.0,2021,Harashim,210.0,2310076241,35.32790290480431,32.956610454789995,"32.9566,35.3279",57376,3465,"Haifa, Israel","30, Harashim, Israel",34329.791281481004,35.66731561712312,0.5983301603716015,driving
טירת צבי,268,TIRAT ZEVI,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,975.0,975.0,975.0,0.0,1937,330,3.0,2499570302.0,-219.0,202.0,10004568.0,2021,Tirat Zevi,214.0,2499570302,35.528633343025305,32.420728179885735,"32.4207,35.5286",81400,4542,"Haifa, Israel","Unnamed Road, Tirat Zvi, Israel",64679.416579768855,51.26505937630293,0.7945874272698876,driving
טללים,1177,TELALIM,6,הדרום,62,באר שבע,626.0,48.0,מועצה אזורית רמת נגב,,1.0,591.0,591.0,566.0,0.0,1980,330,15.0,1779654464.0,361.0,620.0,10001918.0,2021,Telalim,610.0,1779654464,34.76998637257285,30.992063358132743,"30.9921,34.7700",229335,8743,"Haifa, Israel","Tlalim, Tlalim, Israel",202679.0417540002,83.4547123772619,0.883768468633223,driving
טנא,3743,TENE,7,אזור יהודה ושומרון,77,חברון,,78.0,מועצה אזורית הר חברון,,1.0,964.0,964.0,949.0,0.0,1983,370,11.0,1959158706.0,554.0,715.0,15003512.0,2021,Tene,710.0,1959158706,34.95692218728973,31.375151626737345,"31.3752,34.9569",199846,7947,"Haifa, Israel","Hagai St 62, Tene",158900.19195165674,71.98196690901777,0.795113196919912,driving
טפחות,1214,TEFAHOT,2,הצפון,21,צפת,214.0,2.0,מועצה אזורית מרום הגליל,,1.0,521.0,521.0,521.0,0.0,1980,310,2.0,2398375265.0,82.0,209.0,10004552.0,2021,Tefahot,211.0,2398375265,35.42212533450393,32.868478200860594,"32.8685,35.4221",67185,3354,"Haifa, Israel","HaZayit/HaHita, Tefahot, Israel",39298.6815556249,42.18105354807681,0.5849323741255473,driving
יבול,1232,YEVUL,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,352.0,352.0,350.0,0.0,1981,310,10.0,1349756676.0,85.0,651.0,10001893.0,2021,Yevul,620.0,1349756676,34.318078286498384,31.18925038874479,"31.1893,34.3181",214575,9262,"Haifa, Israel","ד.נ. הנגב 1, Yevul, Israel",190943.97734239438,74.21705014388036,0.8898705689963621,driving
יגל,798,YAGEL,4,המרכז,43,רמלה,432.0,40.0,מועצה אזורית שדות דן,133.0,1.0,919.0,919.0,917.0,0.0,1950,310,1.0,1887165509.0,40.0,425.0,10002261.0,2021,Yagel,,1887165509,34.87910462527443,31.988505147049146,"31.9885,34.8791",108162,4875,"Haifa, Israel","Honi HaMe'agel St 19, Yagel, Israel",91436.37125484318,67.5222433881919,0.8453650196450063,driving
יד השמונה,1134,YAD HASHEMONA,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,294.0,294.0,130.0,0.0,1978,320,10.0,2086063517.0,677.0,151.0,10002475.0,2021,Yad HaShemona,,2086063517,35.08978886706905,31.809227137184266,"31.8092,35.0898",137038,5358,"Haifa, Israel","Unnamed Road, Yad HaShmona, Israel",110820.95316357787,74.45976696321021,0.8086877593337459,driving
יד חנה,758,YAD HANNA,4,המרכז,41,השרון,412.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,985.0,984.0,968.0,1.0,1950,330,15.0,2007869249.0,53.0,409.0,10002155.0,2021,Yad Hanna,,2007869249,35.00609109652553,32.32603460779413,"32.3260,35.0061",67999,2982,"Haifa, Israel","201, Yad Hana, Israel",53092.59328372425,64.09568605680995,0.7807849127740739,driving
יד מרדכי,358,YAD MORDEKHAY,6,הדרום,61,אשקלון,614.0,36.0,מועצה אזורית חוף אשקלון,,1.0,792.0,788.0,759.0,4.0,1943,330,15.0,1581461092.0,42.0,633.0,10001829.0,2021,Yad Mordekhay,620.0,1581461092,34.55842314455465,31.588946788006517,"31.5889,34.5584",154147,6736,"Haifa, Israel","HHQ5+7F, Yad Mordechai, Israel",141541.2624220314,75.64556780274837,0.9182226214070427,driving
יד נתן,775,YAD NATAN,6,הדרום,61,אשקלון,612.0,50.0,מועצה אזורית לכיש,,1.0,637.0,635.0,627.0,2.0,1953,310,6.0,1721361788.0,76.0,634.0,10001813.0,2021,Yad Natan,,1721361788,34.70547896606504,31.65237419371054,"31.6524,34.7055",165085,6325,"Haifa, Israel","מושב, Yad Natan, Israel",131138.0480750784,74.63983763957032,0.7943668296639816,driving
ידידה,1144,YEDIDA,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,224.0,223.0,217.0,1.0,1964,340,,2100963561.0,726.0,151.0,10002475.0,2021,Yedida,,2100963561,35.10552026870448,31.813208405249707,"31.8132,35.1055",138148,5464,"Haifa, Israel","מסעף נטף, Israel",110491.25011712233,72.79804180483902,0.799803472486915,driving
