שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,pop,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,coords,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,name,אשכול רשויות מקומיות,lon,lat,lonlat,distance,duration,g_orig,g_dest,crow_dist,mode,speed,ratio
יובל,2009,YUVAL,2,הצפון,21,צפת,211.0,55.0,מועצה אזורית מבואות החרמון,,1.0,644.0,642.0,637.0,2.0,1952,310,1.0,2561279464.0,244.0,253.0,10004591.0,2021,Yuval,211.0,35.597854823785866,33.24665142560828,"33.2467,35.5979",150007,11327,"Hof HaCarmel Regional Council, Israel","59, Yuval, Israel",73792.43759594882,transit,23.453056885796396,0.49192662739704696
יודפת,1112,YODEFAT,2,הצפון,24,עכו,241.0,56.0,מועצה אזורית משגב,241.0,1.0,910.0,909.0,871.0,1.0,1960,320,15.0,2257774918.0,429.0,205.0,10004513.0,2021,Yodefat,210.0,35.27187668938354,32.83736091379274,"32.8374,35.2719",66991,8030,"Hof HaCarmel Regional Council, Israel","17, Yodfat, Israel",24882.074185954065,transit,11.155101752108921,0.3714241343755738
יונתן,4007,YONATAN,2,הצפון,29,גולן,293.0,71.0,מועצה אזורית גולן,,1.0,802.0,802.0,802.0,0.0,1976,320,2.0,2746276049.0,549.0,219.0,10004579.0,2021,Yonatan,211.0,35.794298597018724,32.93796706056151,"32.9380,35.7943",140927,10192,"Hof HaCarmel Regional Council, Israel","רמת הגולן, Yonatan",74879.59410858348,transit,26.44883622359699,0.5313360399964767
יושיביה,803,YOSHIVYA,6,הדרום,62,באר שבע,621.0,39.0,מועצה אזורית שדות נגב,,1.0,733.0,732.0,731.0,1.0,1950,310,2.0,1628759479.0,131.0,651.0,10001930.0,2021,Yoshivya,620.0,34.60917800675501,31.443723958072212,"31.4437,34.6092",155125,12625,"Hof HaCarmel Regional Council, Israel","51, Yoshivia, Israel",155809.97830578545,transit,44.42898391293684,1.0044156538648539
יזרעאל,452,YIZRE'EL,2,הצפון,23,יזרעאל,234.0,8.0,מועצה אזורית הגלבוע,,1.0,535.0,535.0,513.0,0.0,1948,330,15.0,2304071866.0,89.0,204.0,10004394.0,2021,Yizre'el,213.0,35.32097072258257,32.56212334538504,"32.5621,35.3210",75719,7772,"Hof HaCarmel Regional Council, Israel","איזור תעשיה 1, Yizre'el, Israel",39682.32788964701,transit,18.380903294226613,0.5240735864135423
יחיעם,409,YEHI'AM,2,הצפון,24,עכו,243.0,4.0,מועצה אזורית מטה אשר,,1.0,722.0,722.0,705.0,0.0,1946,330,15.0,2209176694.0,358.0,201.0,10004302.0,2021,Yehi'am,212.0,35.21999576069261,32.99751613891166,"32.9975,35.2200",68930,7399,"Hof HaCarmel Regional Council, Israel","Yehi'am Center, Yehiam, Israel",29234.732165377794,transit,14.224224326984737,0.42412203924819086
יטבתה,866,YOTVATA,6,הדרום,62,באר שבע,625.0,53.0,מועצה אזורית חבל אילות,,1.0,735.0,735.0,714.0,0.0,1951,330,15.0,2055242295.0,86.0,608.0,10001955.0,2021,Yotvata,610.0,35.06015431326937,29.895037297488358,"29.8950,35.0602",376883,24161,"Hof HaCarmel Regional Council, Israel","Yotvata, Yotvata, Israel",323443.55035023595,transit,48.19323625929595,0.8582067918962542
"ייט""ב",3607,YITAV,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,296.0,292.0,259.0,4.0,1970,320,15.0,2401765051.0,-108.0,712.0,10003299.0,2021,Yitav,710.0,35.42352127966329,31.947429905942347,"31.9474,35.4235",212321,12934,"Hof HaCarmel Regional Council, Israel","Yitav/Kupat Holim Clalit, Yitav",102854.58429876645,transit,28.628150879508215,0.4844296338975723
יכיני,811,YAKHINI,6,הדרום,61,אשקלון,614.0,37.0,מועצה אזורית שער הנגב,,1.0,724.0,723.0,720.0,1.0,1950,310,1.0,1619959912.0,129.0,651.0,10001829.0,2021,Yakhini,620.0,34.59967032044806,31.48273007610965,"31.4827,34.5997",156892,12453,"Hof HaCarmel Regional Council, Israel","Yakhini Gimel, Yakhini, Israel",151827.1999449594,transit,43.89126473956909,0.9677179202569882
ינוב,753,YANUV,4,המרכז,41,השרון,411.0,18.0,מועצה אזורית לב השרון,141.0,1.0,953.0,953.0,941.0,0.0,1950,310,1.0,1954569033.0,46.0,412.0,15000060.0,2021,Yanuv,410.0,34.94953937575711,32.30645503708967,"32.3065,34.9495",50150,5442,"Hof HaCarmel Regional Council, Israel","Morad HaTe'ena St 29, Yanuv, Israel",55546.32401027279,transit,36.74508754814076,1.1076036691978621
יסעור,575,YAS'UR,2,הצפון,24,עכו,246.0,4.0,מועצה אזורית מטה אשר,241.0,1.0,893.0,888.0,872.0,5.0,1949,330,15.0,2158075625.0,22.0,201.0,10004315.0,2021,Yas'ur,212.0,35.16536059818533,32.901122125340265,"32.9011,35.1654",57304,6807,"Hof HaCarmel Regional Council, Israel","כביש 12, Yas'ur, Israel",18222.66475634023,transit,9.63737228188994,0.3179998735924234
יעד,1138,YA'AD,2,הצפון,24,עכו,241.0,56.0,מועצה אזורית משגב,241.0,1.0,728.0,728.0,728.0,0.0,1975,310,1.0,2230275382.0,257.0,205.0,10004513.0,2021,Ya'ad,210.0,35.24252222370549,32.87921154688772,"32.8792,35.2425",55304,7514,"Hof HaCarmel Regional Council, Israel","1, Ya'ad, Israel",23413.231614607044,transit,11.217412005933639,0.42335512105104595
יעף,1044,YE'AF,4,המרכז,41,השרון,411.0,18.0,מועצה אזורית לב השרון,141.0,1.0,315.0,315.0,314.0,0.0,1968,350,,1970268605.0,56.0,412.0,15000060.0,2021,Ye'af,410.0,34.96631054416782,32.267892233332006,"32.2679,34.9663",58678,7694,"Hof HaCarmel Regional Council, Israel","2335, Ye'af, Israel",59689.39875571354,transit,27.928494348917177,1.0172364217545509
יערה,795,YA'ARA,2,הצפון,24,עכו,244.0,52.0,מועצה אזורית מעלה יוסף,,1.0,808.0,690.0,677.0,118.0,1950,310,1.0,2176977466.0,162.0,255.0,10004302.0,2021,Ya'ara,212.0,35.18552655552837,33.06712394073606,"33.0671,35.1855",71271,8072,"Hof HaCarmel Regional Council, Israel","105, Ya'ara, Israel",33640.62298419297,transit,15.00325108313859,0.47200997578528386
יפית,3566,YAFIT,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,221.0,221.0,211.0,0.0,1980,310,1.0,2449066340.0,-244.0,712.0,10003299.0,2021,Yafit,710.0,35.47388807318037,32.06357560040482,"32.0636,35.4739",200421,15758,"Hof HaCarmel Regional Council, Israel","50, Yafit",93142.80657680647,transit,21.278975991655244,0.4647357641006006
יפתח,453,YIFTAH,2,הצפון,21,צפת,212.0,1.0,מועצה אזורית הגליל העליון,,1.0,607.0,606.0,545.0,1.0,1948,330,15.0,2518578154.0,419.0,253.0,10004591.0,2021,Yiftah,211.0,35.55157087681381,33.128675400109415,"33.1287,35.5516",128191,9230,"Hof HaCarmel Regional Council, Israel","מורן, Yiftah, Israel",62230.23836853532,transit,24.27181561503003,0.48544935579358395
יציץ,759,YAZIZ,4,המרכז,43,רמלה,432.0,30.0,מועצה אזורית גזר,143.0,1.0,826.0,826.0,807.0,0.0,1950,310,1.0,1868964119.0,72.0,426.0,10002241.0,2021,Yaziz,,34.860314023392775,31.86310360361831,"31.8631,34.8603",140412,11846,"Hof HaCarmel Regional Council, Israel","HaZayit St 116, Yatzitz, Israel",105492.4621955508,transit,32.059164604421994,0.751306599119383
יקום,417,YAQUM,4,המרכז,41,השרון,411.0,19.0,מועצה אזורית חוף השרון,141.0,1.0,794.0,794.0,767.0,0.0,1947,330,15.0,1853068397.0,15.0,401.0,15000060.0,2021,Yaqum,,34.84199531043321,32.24884002399057,"32.2488,34.8420",57592,5694,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Yakum, Israel",63624.39088239984,transit,40.226169156417185,1.104743556091121
יראון,623,YIR'ON,2,הצפון,24,עכו,244.0,1.0,מועצה אזורית הגליל העליון,,1.0,407.0,407.0,351.0,0.0,1949,330,15.0,2428777582.0,679.0,253.0,10004528.0,2021,Yir'on,211.0,35.45519591923816,33.077332401289105,"33.0773,35.4552",133442,10727,"Hof HaCarmel Regional Council, Israel","Yir'on 2, Yir'on, Israel",51608.55960726227,transit,17.31992305268427,0.38674899662221995
ירדנה,2026,YARDENA,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,370.0,370.0,370.0,0.0,1952,310,1.0,2532871906.0,-236.0,202.0,10004568.0,2021,Yardena,214.0,35.56461144771899,32.56526820566577,"32.5653,35.5646",110865,9574,"Hof HaCarmel Regional Council, Israel","40, Yardena, Israel",58385.09832119336,transit,21.953870269092974,0.5266323756027003
ירקונה,183,YARQONA,4,המרכז,42,פתח תקווה,421.0,20.0,מועצה אזורית דרום השרון,142.0,1.0,357.0,357.0,353.0,0.0,1932,310,1.0,1906367246.0,29.0,417.0,10002133.0,2021,Yarqona,410.0,34.89890019360852,32.14519602606597,"32.1452,34.8989",64421,5332,"Hof HaCarmel Regional Council, Israel","HaPardes St 16, Yarkona, Israel",73921.05120524653,transit,49.909186860256476,1.1474682355947057
ישע,916,YESHA,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,429.0,429.0,412.0,0.0,1957,310,1.0,1430657316.0,119.0,651.0,10001893.0,2021,Yesha,620.0,34.40245752176234,31.247524101995094,"31.2475,34.4025",191962,13401,"Hof HaCarmel Regional Council, Israel","19, Yesha, Israel",182209.81021874156,transit,48.948236459030646,0.9491972901862951
ישעי,805,YISH'I,1,ירושלים,11,ירושלים,112.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,857.0,857.0,856.0,0.0,1950,310,2.0,1968262879.0,196.0,151.0,15000597.0,2021,Yish'i,,34.965530804170946,31.751517406771402,"31.7515,34.9655",126711,9753,"Hof HaCarmel Regional Council, Israel","41, Yish'i, Israel",117045.7151977995,transit,43.203586046557795,0.9237218173465563
ישרש,828,YASHRESH,4,המרכז,43,רמלה,432.0,30.0,מועצה אזורית גזר,143.0,1.0,983.0,983.0,972.0,0.0,1950,310,1.0,1857564697.0,80.0,426.0,10002228.0,2021,Yashresh,,34.84806723540384,31.91519493216908,"31.9152,34.8481",97894,9922,"Hof HaCarmel Regional Council, Israel","Poleg St 167, Yashresh, Israel",99920.50181177622,transit,36.25416312461141,1.0207009807728382
יתד,1227,YATED,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,563.0,563.0,541.0,0.0,1981,310,1.0,1358356863.0,83.0,651.0,10001893.0,2021,Yated,620.0,34.32694418550399,31.206176178236618,"31.2062,34.3269",202718,13913,"Hof HaCarmel Regional Council, Israel","Shita St 29, Yated, Israel",188887.70223990557,transit,48.87484568846834,0.9317756797122385
כדורי,371,KADOORIE,2,הצפון,22,כנרת,222.0,3.0,מועצה אזורית הגליל התחתון,,1.0,215.0,186.0,121.0,29.0,1931,340,,2383373428.0,121.0,206.0,10004552.0,2021,Kadoorie,214.0,35.405725122732434,32.70286434451511,"32.7029,35.4057",88815,7058,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Israel",38780.77347043647,transit,19.780502195178702,0.43664666408192837
כדיתה,1338,KADDITA,2,הצפון,21,צפת,212.0,2.0,מועצה אזורית מרום הגליל,,1.0,179.0,179.0,165.0,0.0,2009,370,10.0,2437276776.0,766.0,209.0,10004528.0,2021,Kaddita,211.0,35.46408582385574,33.004640699331695,"33.0046,35.4641",,,"Hof HaCarmel Regional Council, Israel","33.0046,35.4641",48040.23378958755,transit,,
כורזים,1252,KORAZIM,2,הצפון,21,צפת,213.0,55.0,מועצה אזורית מבואות החרמון,,1.0,339.0,336.0,325.0,3.0,1983,350,7.0,2518675737.0,173.0,253.0,10004540.0,2021,Korazim,211.0,35.550824715484055,32.91074709361767,"32.9107,35.5508",93526,6399,"Hof HaCarmel Regional Council, Israel","18, Chorazim, Israel",52026.08729916083,transit,29.269247425688228,0.5562740553339267
כחל,1210,KAHAL,2,הצפון,21,צפת,212.0,55.0,מועצה אזורית מבואות החרמון,,1.0,472.0,472.0,454.0,0.0,1980,310,1.0,2481075513.0,100.0,253.0,10004540.0,2021,Kahal,211.0,35.51056271788436,32.8906546506584,"32.8907,35.5106",94185,6244,"Hof HaCarmel Regional Council, Israel","65, Kahal, Israel",47876.5897173492,transit,27.603414955550466,0.5083249956718076
כחלה,1367,KOCHLEA,6,הדרום,62,באר שבע,623.0,69.0,מועצה אזורית אל קסום,,2.0,455.0,0.0,0.0,455.0,,450,,2050657758.0,532.0,624.0,10001937.0,2021,Kochlea,610.0,35.053243048224196,31.28980092625419,"31.2898,35.0532",,,"Hof HaCarmel Regional Council, Israel","31.2898,35.0532",168368.38966514767,transit,,
כיסופים,840,KISSUFIM,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,292.0,292.0,258.0,0.0,1951,330,15.0,1428458732.0,85.0,651.0,10001893.0,2021,Kissufim,620.0,34.39906246787966,31.37520704545228,"31.3752,34.3991",205328,13966,"Hof HaCarmel Regional Council, Israel","Kisufim, Kissufim, Israel",168882.35007080968,transit,43.53261207610732,0.8225003412628072
כישור,1153,KISHOR,2,הצפון,24,עכו,243.0,56.0,מועצה אזורית משגב,,1.0,215.0,210.0,209.0,5.0,1976,330,15.0,2237176123.0,482.0,205.0,15002358.0,2021,Kishor,210.0,35.24992965437856,32.94602345485517,"32.9460,35.2499",65768,8670,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Kishor, Israel",27546.124049692145,transit,11.437836975650718,0.4188377942113512
כליל,1183,KELIL,2,הצפון,24,עכו,243.0,4.0,מועצה אזורית מטה אשר,,1.0,829.0,825.0,792.0,4.0,1979,370,10.0,2191176514.0,179.0,201.0,10004302.0,2021,Kelil,212.0,35.20073623270051,32.981287039892514,"32.9813,35.2007",66348,7178,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Klil, Israel",26690.910997153474,transit,13.386358259926512,0.4022865948808325
כלנית,1229,KALLANIT,2,הצפון,21,צפת,214.0,2.0,מועצה אזורית מרום הגליל,,1.0,258.0,258.0,257.0,0.0,1981,310,2.0,2429675339.0,17.0,209.0,10004552.0,2021,Kallanit,211.0,35.45558661422033,32.87508793208859,"32.8751,35.4556",81069,6701,"Hof HaCarmel Regional Council, Israel","58, Kalanit, Israel",42505.48795524977,transit,22.835361384703656,0.5243124740067076
כמהין,1291,KEMEHIN,6,הדרום,62,באר שבע,626.0,48.0,מועצה אזורית רמת נגב,,1.0,251.0,251.0,230.0,0.0,1988,310,1.0,1455653579.0,225.0,620.0,10001918.0,2021,Kemehin,610.0,34.4314315298347,30.91066124312555,"30.9107,34.4314",272614,18963,"Hof HaCarmel Regional Council, Israel","124, Kmehin, Israel",217418.97183710808,transit,41.27555231838787,0.7975341392485642
כנות,2006,KANNOT,6,הדרום,61,אשקלון,611.0,33.0,מועצה אזורית באר טוביה,143.0,1.0,441.0,429.0,365.0,12.0,1952,340,,1766263444.0,69.0,616.0,10001821.0,2021,Kannot,420.0,34.75209095929223,31.80189185073806,"31.8019,34.7521",140159,10560,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Israel",113954.66117871183,transit,38.84817994728813,0.8130384861386841
כנף,4028,KANAF,2,הצפון,29,גולן,293.0,71.0,מועצה אזורית גולן,,1.0,465.0,465.0,462.0,0.0,1991,310,1.0,2658275286.0,294.0,219.0,10004579.0,2021,Kanaf,211.0,35.69982156648798,32.86958020838287,"32.8696,35.6998",130491,11497,"Hof HaCarmel Regional Council, Israel","24, Kanaf",64989.86014214428,transit,20.34996055594672,0.4980409387784926
כנרת (מושבה),63,KINNERET(MOSHAVA),2,הצפון,22,כנרת,221.0,6.0,מועצה אזורית עמק הירדן,,1.0,687.0,665.0,642.0,22.0,1909,350,,2532173672.0,-71.0,214.0,10004552.0,2021,Kinneret(Moshava),214.0,35.56450360769767,32.72451047458203,"32.7245,35.5645",87938,7645,"Hof HaCarmel Regional Council, Israel","Derech Nof HaYam, Kinneret, Israel",52710.09334910548,transit,24.820972669297547,0.5994006385078746
כנרת (קבוצה),57,KINNERET(QEVUZA),2,הצפון,22,כנרת,221.0,6.0,מועצה אזורית עמק הירדן,,1.0,701.0,701.0,669.0,0.0,1908,330,15.0,2529473550.0,-171.0,214.0,10004552.0,2021,Kinneret(Qevuza),214.0,35.56157961941568,32.713518106100445,"32.7135,35.5616",87970,7584,"Hof HaCarmel Regional Council, Israel","Kinneret Kvutsa Secretariat, Kvutzat Kinneret, Israel, Kvutzat Kinneret, Israel",52662.17969928037,transit,24.9978701104179,0.5986379413354594
כסלון,859,KESALON,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,487.0,487.0,479.0,0.0,1952,310,10.0,2047663127.0,608.0,151.0,15000597.0,2021,Kesalon,,35.04929409279789,31.774012569894847,"31.7740,35.0493",152484,10095,"Hof HaCarmel Regional Council, Israel","63, Ksalon, Israel",114537.77183360813,transit,40.84556499266857,0.7511461650639288
כפר אביב,857,KEFAR AVIV,4,המרכז,44,רחובות,441.0,32.0,מועצה אזורית גדרות,143.0,1.0,822.0,821.0,815.0,1.0,1951,310,10.0,1736963771.0,43.0,456.0,15002488.0,2021,Kefar Aviv,,34.720997604388025,31.83126713809222,"31.8313,34.7210",121073,11693,"Hof HaCarmel Regional Council, Israel","113, Kfar Aviv, Israel",111436.04807194737,transit,34.308541269050764,0.9204037900435883
כפר אוריה,364,KEFAR URIYYA,1,ירושלים,11,ירושלים,112.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,914.0,910.0,892.0,4.0,1944,310,1.0,1951063335.0,199.0,151.0,15000597.0,2021,Kefar Uriyya,,34.94726388530143,31.79260566023909,"31.7926,34.9473",131418,10680,"Hof HaCarmel Regional Council, Israel","3, Kfar Uria, Israel",112554.69511067349,transit,37.939784868766345,0.8564633087603942
כפר אחים,690,KEFAR AHIM,6,הדרום,61,אשקלון,611.0,33.0,מועצה אזורית באר טוביה,143.0,1.0,892.0,892.0,886.0,0.0,1949,310,1.0,1770562808.0,53.0,616.0,10001821.0,2021,Kefar Ahim,420.0,34.7569078164996,31.74455252525293,"31.7446,34.7569",126645,11143,"Hof HaCarmel Regional Council, Israel","Guber St 41, Kfar Ahim, Israel",120105.14326394047,transit,38.80270266087999,0.948360719048841
כפר ביאליק,220,KEFAR BIALIK,3,חיפה,31,חיפה,311.0,12.0,מועצה אזורית זבולון,222.0,1.0,852.0,850.0,805.0,2.0,1934,310,,2084074741.0,10.0,301.0,10004207.0,2021,Kefar Bialik,310.0,35.086371382881715,32.821363522226164,"32.8214,35.0864",29599,4292,"Hof HaCarmel Regional Council, Israel","Michael St 26, Kfar Bialik, Israel",7528.354260244885,transit,6.314556229469149,0.2543448853084525
כפר בלום,357,KEFAR BLUM,2,הצפון,21,צפת,211.0,1.0,מועצה אזורית הגליל העליון,,1.0,765.0,765.0,736.0,0.0,1943,330,15.0,2571678650.0,76.0,253.0,10004591.0,2021,Kefar Blum,211.0,35.60867659785069,33.17322431051824,"33.1732,35.6087",130089,8248,"Hof HaCarmel Regional Council, Israel","Kfar Blum/Center, Kfar Blum, Israel",69439.24839789294,transit,30.308110357955208,0.5337826287994599
כפר בן נון,2010,KEFAR BIN NUN,4,המרכז,43,רמלה,432.0,30.0,מועצה אזורית גזר,143.0,1.0,742.0,742.0,733.0,0.0,1952,310,10.0,1951064104.0,150.0,426.0,10002228.0,2021,Kefar Bin Nun,,34.94707157614321,31.86195599975363,"31.8620,34.9471",110780,9721,"Hof HaCarmel Regional Council, Israel","20, Kfar Bin-Nun, Israel",104855.05385675891,transit,38.83121015166465,0.9465161026968668
כפר ברוך,132,KEFAR BARUKH,2,הצפון,23,יזרעאל,234.0,9.0,מועצה אזורית עמק יזרעאל,,1.0,667.0,667.0,658.0,0.0,1926,310,1.0,2181972796.0,55.0,254.0,10004411.0,2021,Kefar Barukh,213.0,35.190944593203156,32.64603692124798,"32.6460,35.1909",55880,5807,"Hof HaCarmel Regional Council, Israel","18, Kfar Baruch, Israel",24440.183112882605,transit,15.151482556634644,0.43736906071729786
כפר גדעון,106,KEFAR GID'ON,2,הצפון,23,יזרעאל,234.0,9.0,מועצה אזורית עמק יזרעאל,,1.0,351.0,351.0,350.0,0.0,1923,310,19.0,2276072774.0,90.0,254.0,10004394.0,2021,Kefar Gid'on,213.0,35.291234960268106,32.64402383971942,"32.6440,35.2912",62095,5592,"Hof HaCarmel Regional Council, Israel","מסעף כפר גדעון, Kfar Gid'on, Israel",31830.537537830947,transit,20.49176236341048,0.5126103154494073
כפר גלים,427,KEFAR GALLIM,3,חיפה,32,חדרה,321.0,15.0,מועצה אזורית חוף הכרמל,223.0,1.0,381.0,365.0,223.0,16.0,1952,340,,1964574131.0,18.0,399.0,10004710.0,2021,Kefar Gallim,,34.95890997083597,32.76617522013712,"32.7662,34.9589",11508,1563,"Hof HaCarmel Regional Council, Israel","Kfar Galim A, Israel",6234.1288510772265,transit,14.358838044707623,0.5417213113553377
כפר גליקסון,310,KEFAR GLIKSON,3,חיפה,32,חדרה,324.0,14.0,מועצה אזורית מנשה,,1.0,352.0,352.0,349.0,0.0,1939,330,6.0,2006571239.0,61.0,351.0,10004333.0,2021,Kefar Glikson,,35.0043148096498,32.50547961773374,"32.5055,35.0043",32533,5612,"Hof HaCarmel Regional Council, Israel","Office, Kfar Glikson, Israel",33141.17523419342,transit,21.259485182305113,1.0186941024250276
כפר גלעדי,76,KEFAR GIL'ADI,2,הצפון,21,צפת,211.0,1.0,מועצה אזורית הגליל העליון,,1.0,689.0,689.0,649.0,0.0,1916,330,15.0,2539479418.0,326.0,253.0,10004591.0,2021,Kefar Gil'adi,211.0,35.57444565667714,33.24257580715921,"33.2426,35.5744",134405,10856,"Hof HaCarmel Regional Council, Israel","Kfar Gil'adi, Kfar Giladi, Israel",71874.91815702936,transit,23.83471862244894,0.5347637227560683
